RESULT_COUNT: 966,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
1007PA,APROMK 4 09/30/19 RCPS:BURSA MALAYSIA,BBG0076XGZZ2,,APROMK 4 09/30/19 RCPS:BURSA MALAYSIA,AMCORP PROPERTIES BERHAD,Pfd,PUBLIC,,2016-09-29
1015,AMM:MK,BBG000BF49B7,BBG000BF4865,AMM:MK,AMMB HOLDINGS BHD,Equity,Common Stock,,2016-12-06
1023,CIMB:MK,BBG000BQFHV1,BBG000BQFH41,CIMB:MK,CIMB GROUP HOLDINGS BERHAD,Equity,Common Stock,,2017-03-28
1058,MHBS:MK,BBG000BN5RN6,BBG000BN5R01,MHBS:MK,MANULIFE HOLDINGS BERHAD,Equity,Common Stock,,2017-06-28
1066,RHBBANK:MK,BBG002HR1PP3,BBG000BYVDL6,RHBBANK:MK,RHB BANK BERHARD,Equity,Common Stock,,2017-05-15
1082,HLFG:MK,BBG000BF4CF6,BBG000BF4C39,HLFG:MK,HONG LEONG FINANCIAL GROUP BHD,Equity,Common Stock,,2017-06-09
1147,GOB:MK,BBG000BF4F32,BBG000BF4DM6,GOB:MK,GLOBAL ORIENTAL BERHAD,Equity,Common Stock,,2016-09-07
1155,MAY:MK,BBG000BF4GM9,BBG000BF4FS5,MAY:MK,MALAYAN BANKING BHD,Equity,Common Stock,,2017-05-04
1163,ALLZ:MK,BBG000BN3ZK3,BBG000BN3ZD1,ALLZ:MK,ALLIANZ MALAYSIA BERHAD,Equity,Common Stock,,2016-05-27
1163PA,ALLZMK F PERP ICPS:BURSA MALAYSIA,BBG000002CD5,,ALLZMK F PERP ICPS:BURSA MALAYSIA,ALLIANZ MALAYSIA BERHAD,Pfd,PUBLIC,,2016-05-27
1171,MBS:MK,BBG000BF4MG3,BBG000BF4LM8,MBS:MK,MALAYSIA BUILDING SOCIETY BHD,Equity,Common Stock,,2016-06-21
1198,MAA:MK,BBG000BF4N35,BBG000BF4MV6,MAA:MK,MAA GROUP BERHAD,Equity,Common Stock,,2014-07-02
1201,SMTC:MK,BBG000BF4NV4,BBG000BF4NH0,SMTC:MK,SUMATEC RESOURCES BERHAD,Equity,Common Stock,,2013-08-14
1287,PGKH:MK,BBG000BF4WX2,BBG000BF4WK6,PGKH:MK,PAN MALAYSIA HOLDINGS BHD,Equity,Common Stock,,
1295,PBK:MK,BBG000BB2BD1,BBG000BB29S0,PBK:MK,PUBLIC BANK BHD,Equity,Common Stock,,2017-02-16
1368,UEME:MK,BBG000BF5CV7,BBG000BF5CL8,UEME:MK,UEM EDGENTA BERHAD,Equity,Common Stock,,2017-09-06
1481,ASB:MK,BBG000BL8XX3,BBG000BL8XB7,ASB:MK,ADVANCE SYNERGY BHD,Equity,Common Stock,,2016-07-26
1503,GUOL:MK,BBG000BLVRX0,BBG000BLVR51,GUOL:MK,GUOCOLAND (MALAYSIA) BHD,Equity,Common Stock,,2016-11-22
1538,SYML:MK,BBG000BF5ZG3,BBG000BF5Z73,SYML:MK,SYMPHONY LIFE BERHAD,Equity,Common Stock,,2017-09-05
1562,BST:MK,BBG000BDHSW3,BBG000BDHSF2,BST:MK,BERJAYA SPORTS TOTO BHD,Equity,Common Stock,,2017-04-11
1589,IWCB:MK,BBG000BF6621,BBG000BF65G8,IWCB:MK,ISKANDAR WATERFRONT CITY BERHAD,Equity,Common Stock,,
1597,IGB:MK,BBG000BDBSX8,BBG000BDBSK2,IGB:MK,IGB CORPORATION BHD,Equity,Common Stock,,2016-09-07
1619,DRB:MK,BBG000BHCGY3,BBG000BHCGC7,DRB:MK,DRB-HICOM BHD,Equity,Common Stock,,2015-09-11
1643,LMK:MK,BBG000BF5H46,BBG000BF5GR3,LMK:MK,LANDMARKS BHD,Equity,Common Stock,,2010-06-28
1651,MRC:MK,BBG000BF6DX2,BBG000BF6D35,MRC:MK,MALAYSIAN RESOURCES CORPORATION BHD,Equity,Common Stock,,2016-01-21
1694,MEN:MK,BBG000BF6YK0,BBG000BF6Y84,MEN:MK,MENANG CORPORATION (MALAYSIA) BHD,Equity,Common Stock,,2011-02-16
1724,PAR:MK,BBG000BF70V1,BBG000BF70F9,PAR:MK,PARAMOUNT CORPORATION BHD,Equity,Common Stock,,2017-09-07
1783,SPR:MK,BBG000BF8497,BBG000BF83X2,SPR:MK,SELANGOR PROPERTIES BHD,Equity,Common Stock,,2017-03-07
1818,BURSA:MK,BBG000BFSK17,BBG000BFSJM7,BURSA:MK,BURSA MALAYSIA BHD,Equity,Common Stock,,2017-08-08
1899,BAK:MK,BBG000BD6GF0,BBG000BD6G51,BAK:MK,BATU KAWAN BHD,Equity,Common Stock,,2017-02-20
1902,PPB:MK,BBG000BT9575,BBG000BT94C2,PPB:MK,PINEHILL PACIFIC BHD,Equity,Common Stock,,2010-12-15
1929,CTP:MK,BBG000BD6T08,BBG000BD6SJ0,CTP:MK,CHIN TECK PLANTATIONS BHD,Equity,Common Stock,,2017-08-09
1961,IOI:MK,BBG000BDC923,BBG000BDC843,IOI:MK,IOI CORPORATION BHD,Equity,Common Stock,,2017-08-24
1996,KHP:MK,BBG000BDDLV3,BBG000BDDLH9,KHP:MK,KRETAM HOLDINGS BHD,Equity,Common Stock,,2016-12-28
2038,NSOP:MK,BBG000BDNTH1,BBG000BDNSY4,NSOP:MK,NEGRI SEMBILAN OIL PALMS BHD,Equity,Common Stock,,2017-06-09
2054,TDM:MK,BBG000BDRR72,BBG000BDRQ56,TDM:MK,TDM BHD,Equity,Common Stock,,2017-06-29
2062,HALG:MK,BBG000BDTW15,BBG000BDTVB6,HALG:MK,HARBOUR-LINK GROUP BHD,Equity,Common Stock,,2016-03-29
2089,UPL:MK,BBG000BDW6P2,BBG000BDW690,UPL:MK,UNITED PLANTATIONS BHD,Equity,Common Stock,,2017-04-26
2097,FBO:MK,BBG000BDX065,BBG000BDWYX2,FBO:MK,EASTLAND EQUITY BHD,Equity,Common Stock,,2009-03-02
2127,CG:MK,BBG000BDXQ22,BBG000BDXPG9,CG:MK,COMFORT GLOVES BERHAD,Equity,Common Stock,,2014-10-29
2135,GOP:MK,BBG000BDXRT1,BBG000BDXR02,GOP:MK,GOPENG BHD,Equity,Common Stock,,2017-06-28
2143,ECML:MK,BBG000BQ7VL0,BBG000BQ7V21,ECML:MK,ECM LIBRA FINANCIAL GROUP BERHAD,Equity,Common Stock,,2015-11-20
2186,KUD:MK,BBG000BDXYW2,BBG000BDXYD3,KUD:MK,KUCHAI DEVELOPMENT BHD,Equity,Common Stock,,2016-12-01
2194,MMC:MK,BBG000BDXZC1,BBG000BDXZ40,MMC:MK,MMC CORP BHD,Equity,Common Stock,,2017-06-16
2208,PEG:MK,BBG000BDY1L5,BBG000BDY180,PEG:MK,PETALING TIN BHD,Equity,Common Stock,,
2216,IJMP:MK,BBG000BDY126,BBG000BDY0R1,IJMP:MK,IJM PLANTATIONS BHD,Equity,Common Stock,,2017-06-28
2224,SDR:MK,BBG000BDY3T3,BBG000BDY279,SDR:MK,SELANGOR DREDGING BHD,Equity,Common Stock,,2016-08-30
2259,TALA:MK,BBG000BDY4T1,BBG000BDY4D8,TALA:MK,TALAM TRANSFORM BERHAD,Equity,Common Stock,,2009-02-12
2259PA,TALAMK 5 01/02/09 ICPS:BURSA MALAYSIA,BBG0001JL333,,TALAMK 5 01/02/09 ICPS:BURSA MALAYSIA,TALAM CORPORATION BHD,Pfd,PUBLIC,,
2259PB,TALAMK 0 06/23/14:BURSA MALAYSIA,BBG000005JK9,,TALAMK 0 06/23/14:BURSA MALAYSIA,TALAM TRANSFORM BERHAD,Pfd,PUBLIC,,
2283,ZELN:MK,BBG000BDY6L4,BBG000BDY661,ZELN:MK,ZELAN BHD,Equity,Common Stock,,2013-12-26
2291,GENP:MK,BBG000BFHQF1,BBG000BFHQ25,GENP:MK,GENTING PLANTATIONS BERHAD,Equity,Common Stock,,2017-09-11
2305,THPS:MK,BBG000BFHSC0,BBG000BFHRW0,THPS:MK,TAHPS GROUP BERHAD,Equity,Common Stock,,2015-08-04
2429,TANC:MK,BBG000BQJFR6,BBG000BQJF69,TANC:MK,TANCO HOLDINGS BHD,Equity,Common Stock,,2016-09-13
2445,KLK:MK,BBG000BD1WK4,BBG000BD1W42,KLK:MK,KUALA LUMPUR KEPONG BHD,Equity,Common Stock,,2016-07-14
2453,KLR:MK,BBG000BD1QC6,BBG000BD1Q09,KLR:MK,KLUANG RUBBER COMPANY (MALAYSIA) BHD,Equity,Common Stock,,2014-12-18
2488,AFG:MK,BBG000BD3SV9,BBG000BD3SK1,AFG:MK,ALLIANCE FINANCIAL GROUP BERHAD,Equity,Common Stock,,2016-12-14
2542,RRE:MK,BBG000BD5J47,BBG000BD5HY8,RRE:MK,RIVERVIEW RUBBER ESTATES BHD,Equity,Common Stock,,2014-06-18
2569,SBR:MK,BBG000BD5T27,BBG000BD5SV7,SBR:MK,SUNGEI BAGAN RUBBER CO (MALAYSIA) BHD,Equity,Common Stock,,2016-12-01
2577,YTLL:MK,BBG000BZC167,BBG000BZC0L2,YTLL:MK,YTL LAND & DEVELOPMENT BHD,Equity,Common Stock,,
2577PA,TACMK 0 04/24/11:BURSA MALAYSIA,BBG000008143,,TACMK 0 04/24/11:BURSA MALAYSIA,YTL LAND & DEVELOPMENT,Pfd,PUBLIC,,
2577PB,TACMK 0 03/12/08:BURSA MALAYSIA,BBG0001JJRL3,,TACMK 0 03/12/08:BURSA MALAYSIA,YTL LAND & DEVELOPMENT,Pfd,PUBLIC,,
2593,UMR:MK,BBG000BD60Y4,BBG000BD60M7,UMR:MK,UNITED MALACCA BHD,Equity,Common Stock,,2017-07-24
2607,IKEN:MK,BBG000BD1HL6,BBG000BD1H81,IKEN:MK,INCH KENNETH KAJANG RUBBER,Equity,Common Stock,,2017-05-29
2658,AJI:MK,BBG000BCLB39,BBG000BCL943,AJI:MK,AJINOMOTO (MALAYSIA) BHD,Equity,Common Stock,,2017-08-30
2674,ALC:MK,BBG000BD3CJ8,BBG000BD3C80,ALC:MK,ALUMINIUM COMPANY OF MALAYSIA BHD,Equity,Common Stock,,2012-07-30
2682,AMAL:MK,BBG000BD3Q61,BBG000BD3PJ9,AMAL:MK,AMALGAMATED INDUSTRIAL STEEL BHD,Equity,Common Stock,,2010-06-11
2739,HUAAN:MK,BBG000BD5KJ8,BBG000BD5JV7,HUAAN:MK,SINO HUA-AN INTERNATIONAL BERHAD,Equity,Common Stock,,2011-05-19
2747PA,AOK 1.5 11/03/07:BURSA MALAYSIA,BBG000FZ42Y9,,AOK 1.5 11/03/07:BURSA MALAYSIA,JAVA INCORPORATED BHD,Pfd,PUBLIC,,
2755,FCW:MK,BBG000BF3606,BBG000BF35G1,FCW:MK,FCW HOLDINGS BHD,Equity,Common Stock,,2016-10-06
2771,BOUS:MK,BBG000BD98M7,BBG000BD97V9,BOUS:MK,BOUSTEAD HOLDINGS BHD,Equity,Common Stock,,2017-09-14
2828,CIH:MK,BBG000BDDHV2,BBG000BDDHC3,CIH:MK,C I HOLDINGS BHD,Equity,Common Stock,,2012-03-16
2836,CAB:MK,BBG000BDN6Y2,BBG000BDN6H1,CAB:MK,CARLSBERG BREWERY MALAYSIA BHD,Equity,Common Stock,,2016-05-03
2852,CMS:MK,BBG000BDXNP4,BBG000BDXNC8,CMS:MK,CAHYA MATA SARAWAK BHD,Equity,Common Stock,,2017-05-09
2879,CCM:MK,BBG000BDXW83,BBG000BDXVT2,CCM:MK,CHEMICAL COMPANY OF MALAYSIA BHD,Equity,Common Stock,,2017-05-15
2887,LDHB:MK,BBG000BDXX27,BBG000BDXWR2,LDHB:MK,LION DIVERSIFIED HOLDINGS BHD.,Equity,Common Stock,,2015-06-19
2925,CNCB:MK,BBG000BF0HG8,BBG000BF0GH9,CNCB:MK,CYCLE & CARRIAGE BINTANG BHD,Equity,Common Stock,,2012-04-26
2968,GPH:MK,BBG000BF3WS9,BBG000BF3WG2,GPH:MK,GOLDEN PLUS HOLDING BHD,Equity,Common Stock,,
2976,WING:MK,BBG000BF0LH8,BBG000BF0KV4,WING:MK,WING TAI MALAYSIA BERHAD,Equity,Common Stock,,2016-11-29
2984,FACI:MK,BBG000BQXFR0,BBG000BQXF72,FACI:MK,FACB INDUSTRIES INCORPORATED BHD,Equity,Common Stock,,2015-12-14
3018,OLYM:MK,BBG000BHMK00,BBG000BHMJR4,OLYM:MK,OLYMPIA INDUSTRIES BHD,Equity,Common Stock,,2016-03-09
3026,DLM:MK,BBG000BTPQB6,BBG000BTPQ53,DLM:MK,DUTCH LADY MILK INDUSTRIES BHD,Equity,Common Stock,,2017-05-11
3034,HAP:MK,BBG000BLJHC9,BBG000BLJH39,HAP:MK,HAP SENG CONSOLIDATED BHD,Equity,Common Stock,,2017-06-13
3042,PETRONM:MK,BBG000BF2H58,BBG000BF2GN0,PETRONM:MK,PETRON MALAYSIA REFINING & MARKETING BHD,Equity,Common Stock,,2017-06-16
3069,MFCB:MK,BBG000BD3VT5,BBG000BD3VH8,MFCB:MK,MEGA FIRST CORPORATION BHD,Equity,Common Stock,,2016-09-28
3107,FMB:MK,BBG000BD9PY6,BBG000BD9PP6,FMB:MK,FIMA CORPORATION BHD,Equity,Common Stock,,2017-08-30
3115,KRBN:MK,BBG000BLS3G6,BBG000BLS2B3,KRBN:MK,KARAMBUNAI CORP BHD,Equity,Common Stock,,2013-09-24
3158,YNHB:MK,BBG000BV5752,BBG000BV56F3,YNHB:MK,YNH PROPERTY BHD,Equity,Common Stock,,2015-09-04
3174,LGH:MK,BBG000BD9Y22,BBG000BD9XN1,LGH:MK,LAND & GENERAL BHD,Equity,Common Stock,,2016-09-28
3182,GENT:MK,BBG000BF3RW5,BBG000BF3RJ0,GENT:MK,GENTING BHD,Equity,Common Stock,,2017-09-11
3204,GKEN:MK,BBG000BF3TB4,BBG000BF3SZ0,GKEN:MK,GEORGE KENT (MALAYSIA) BHD,Equity,Common Stock,,2017-08-08
3239,BJAB:MK,BBG000BQSPL0,BBG000BQSNM4,BJAB:MK,BERJAYA ASSETS BERHAD,Equity,Common Stock,,2016-01-06
3247,GUH:MK,BBG000BC46B0,BBG000BC45X8,GUH:MK,GUH HOLDINGS BHD,Equity,Common Stock,,2017-09-15
3255,HEIM:MK,BBG000BB22F9,BBG000BB21K5,HEIM:MK,HEINEKEN MALAYSIA BERHAD,Equity,Common Stock,,2017-09-13
3298,HEX:MK,BBG000BDZZW7,BBG000BDZZ20,HEX:MK,HEXZA CORPORATION BHD,Equity,Common Stock,,2015-11-24
3301,HLI:MK,BBG000BF3526,BBG000BF34V7,HLI:MK,HONG LEONG INDUSTRIES BHD,Equity,Common Stock,,2017-05-12
3336,IJM:MK,BBG000BF3ZS2,BBG000BF3YH7,IJM:MK,IJM CORPORATION BHD,Equity,Common Stock,,2017-06-28
3379,INS:MK,BBG000BF43Z4,BBG000BF43J2,INS:MK,INSAS BHD,Equity,Common Stock,,2015-01-23
3379PA,INSMK 4 02/25/20:BURSA MALAYSIA,BBG006XR9FF1,,INSMK 4 02/25/20:BURSA MALAYSIA,INSAS BHD,Pfd,PUBLIC,,2017-06-08
3395,BC:MK,BBG000BF45G0,BBG000BF44H2,BC:MK,BERJAYA CORPORATION BHD,Equity,Common Stock,,2013-12-04
3417,EAST:MK,BBG000CJWD28,BBG000CJWCG5,EAST:MK,EASTERN & ORIENTAL BHD,Equity,Common Stock,,2015-01-20
3441,JOH:MK,BBG000BF47P6,BBG000BF46W0,JOH:MK,JOHAN HOLDINGS BHD,Equity,Common Stock,,
3476,KS:MK,BBG000BF4L75,BBG000BF4KJ4,KS:MK,KECK SENG (MALAYSIA) BHD,Equity,Common Stock,,2017-06-28
3484,DR:MK,BBG000BLG7R8,BBG000BLG789,DR:MK,DAMANSARA REALTY BHD,Equity,Common Stock,,2009-07-29
3514,MARC:MK,BBG000BVN1W5,BBG000BVN119,MARC:MK,MARCO HOLDINGS BHD,Equity,Common Stock,,2017-06-14
3522,KJC:MK,BBG000BF4VZ2,BBG000BF4VD6,KJC:MK,KIAN JOO CAN FACTORY BHD,Equity,Common Stock,,2017-06-16
3557,ECOF:MK,BBG000BF4YG7,BBG000BF4Y22,ECOF:MK,ECOFIRST CONSOLIDATED BHD,Equity,Common Stock,,
3565,WCE:MK,BBG000BF4ZS1,BBG000BF4Z83,WCE:MK,WCE HOLDINGS BERHAD,Equity,Common Stock,,2014-08-01
3573,LHC:MK,BBG000BF6CT9,BBG000BF6CM6,LHC:MK,LIEN HOE CORPORATION BHD,Equity,Common Stock,,2016-10-20
3611,GBH:MK,BBG000BF3VQ3,BBG000BF3VD7,GBH:MK,GOH BAN HUAT BHD,Equity,Common Stock,,2015-06-10
3662,MFL:MK,BBG000BF57S2,BBG000BF5793,MFL:MK,MALAYAN FLOUR MILLS BHD,Equity,Common Stock,,2017-08-30
3689,FNH:MK,BBG000BNWR83,BBG000BNWQP6,FNH:MK,FRASER & NEAVE HOLDINGS BHD,Equity,Common Stock,,2017-05-19
3719,PMM:MK,BBG000BD3RG8,BBG000BD3QQ9,PMM:MK,PANASONIC MANUFACTURING MALAYSIA BHD,Equity,Common Stock,,2017-09-06
3743,SSR:MK,BBG000BF5C74,BBG000BF5BR4,SSR:MK,SUNSURIA BERHAD,Equity,Common Stock,,2015-06-23
3778,MIG:MK,BBG000BD3K28,BBG000BD3JQ5,MIG:MK,MELEWAR INDUSTRIAL GROUP BHD,Equity,Common Stock,,2010-12-03
3786PA,MASMK 30 10/30/12:BURSA MALAYSIA,BBG000003RN0,,MASMK 30 10/30/12:BURSA MALAYSIA,MALAYSIAN AIRLINE SYSTEM,Pfd,PUBLIC,,
3794,LMC:MK,BBG000BF56Z6,BBG000BF56R5,LMC:MK,LAFARGE MALAYSIA BERHAD,Equity,Common Stock,,2016-06-28
3816,MISC:MK,BBG000BF5LB9,BBG000BF5KT2,MISC:MK,MISC BHD,Equity,Common Stock,,2016-08-18
3859,MAG:MK,BBG000BD6R48,BBG000BD6QV0,MAG:MK,MAGNUM BERHAD,Equity,Common Stock,,2017-09-13
3867,MPI:MK,BBG000BD1S87,BBG000BD1RT6,MPI:MK,MALAYSIAN PACIFIC INDUSTRIES BHD,Equity,Common Stock,,2017-05-04
3883,MUD:MK,BBG000BD4SB0,BBG000BD4RT3,MUD:MK,MUDA HOLDINGS BHD,Equity,Common Stock,,2017-06-28
3891,MUI:MK,BBG000BF58Z2,BBG000BF5882,MUI:MK,MALAYAN UNITED INDUSTRIES BHD,Equity,Common Stock,,
3905,MIT:MK,BBG000BD5MM0,BBG000BD5M77,MIT:MK,MULPHA INTERNATIONAL BHD,Equity,Common Stock,,2017-06-28
3913,MUIP:MK,BBG000BNDLW0,BBG000BNDLB3,MUIP:MK,MUI PROPERTIES BHD,Equity,Common Stock,,2012-07-11
3921,MWE:MK,BBG000BD87J4,BBG000BD87B2,MWE:MK,MWE HOLDINGS BHD,Equity,Common Stock,,2017-06-09
3948,DTL:MK,BBG000BDC0T3,BBG000BDC031,DTL:MK,DUTALAND BERHAD,Equity,Common Stock,,2017-01-05
4006,ORH:MK,BBG000BDPMW7,BBG000BDPMP5,ORH:MK,ORIENTAL HOLDINGS BHD,Equity,Common Stock,,2017-06-28
4022,WIJ:MK,BBG000BPM202,BBG000BPM097,WIJ:MK,TADMAX RESOURCES BERHAD,Equity,Common Stock,,2016-06-07
4057,APH:MK,BBG000BNT2H2,BBG000BNT264,APH:MK,ASIAN PAC HOLDINGS BHD,Equity,Common Stock,,
4065,PEP:MK,BBG000BDYNQ2,BBG000BDYND6,PEP:MK,PPB GROUP BHD,Equity,Common Stock,,2017-09-07
4081,PMC:MK,BBG000BDYG05,BBG000BDYFB5,PMC:MK,PAN MALAYSIA CORPORATION BHD,Equity,Common Stock,,2016-05-12
4162,ROTH:MK,BBG000BDYS90,BBG000BDYRK9,ROTH:MK,BRITISH AMERICAN TOBACCO (MALAYSIA) BHD,Equity,Common Stock,,2017-05-12
4197,SIME:MK,BBG000F9J6T8,BBG000F9J663,SIME:MK,SIME DARBY BERHAD,Equity,Common Stock,,2007-09-26
4197,SIME:MK,BBG000F9J6T8,BBG000F9J663,SIME:MK,SIME DARBY BERHAD,Equity,Common Stock,,2017-04-19
4219,BL:MK,BBG000BDZGY7,BBG000BDZG59,BL:MK,BERJAYA LAND BHD,Equity,Common Stock,,2013-11-27
4235,LLB:MK,BBG000BHTXK3,BBG000BHTX50,LLB:MK,LION INDUSTRIES CORPORATION BHD.,Equity,Common Stock,,2013-12-27
4243,WTKH:MK,BBG000BQRBT4,BBG000BQRBJ5,WTKH:MK,WTK HOLDINGS BHD,Equity,Common Stock,,2017-06-08
4251,IBHD:MK,BBG000BSL3T4,BBG000BSL3D1,IBHD:MK,I-BHD,Equity,Common Stock,,2016-07-29
4286,SEAL:MK,BBG000BDYWT9,BBG000BDYW19,SEAL:MK,SEAL INCORPORATED BHD,Equity,Common Stock,,2010-12-14
4316,SHL:MK,BBG000BDZ7C1,BBG000BDZ722,SHL:MK,SIN HENG CHAN (MALAYA) BHD,Equity,Common Stock,,
4324,HYR:MK,BBG000BDZ465,BBG000BDZ3Q5,HYR:MK,HENGYUAN REFINING COMPANY BERHAD,Equity,Common Stock,,2012-10-03
4359,TURI:MK,BBG000BDZ964,BBG000BDZ8V8,TURI:MK,TURIYA BERHAD,Equity,Common Stock,,
4359PA,SITMK 0 05/22/08:BURSA MALAYSIA,BBG0001JJYJ1,,SITMK 0 05/22/08:BURSA MALAYSIA,SITT TATT BERHAD,Pfd,PUBLIC,,
4375,SMI:MK,BBG000BDZDL8,BBG000BDZD56,SMI:MK,SOUTH MALAYSIA INDUSTRIES BHD,Equity,Common Stock,,
4383,JT:MK,BBG000BDX1Z1,BBG000BDX1K7,JT:MK,JAYA TIASA HOLDINGS BHD,Equity,Common Stock,,2016-11-28
4405,TCM:MK,BBG000BDZWP2,BBG000BDZVJ1,TCM:MK,TAN CHONG MOTOR HOLDINGS BHD,Equity,Common Stock,,2017-09-11
4448,TC:MK,BBG000BF01K8,BBG000BF0119,TC:MK,TASEK CORPORATION BHD,Equity,Common Stock,,2017-08-17
4448P,TCMK 6 PERP:BURSA MALAYSIA,BBG000007YW1,,TCMK 6 PERP:BURSA MALAYSIA,TASEK CORPORATION BHD,Pfd,PUBLIC,,2017-08-17
4456,DNEX:MK,BBG000BF02R9,BBG000BF02F2,DNEX:MK,DAGANG NEXCHANGE BERHAD,Equity,Common Stock,,2017-09-07
4464,NIC:MK,BBG000BN51R9,BBG000BN50S0,NIC:MK,NAIM INDAH CORPORATION BERHAD,Equity,Common Stock,,2013-12-24
4502,MPR:MK,BBG000BDZ8G5,BBG000BDZ866,MPR:MK,MEDIA PRIMA BHD,Equity,Common Stock,,2015-09-09
4588,UMWH:MK,BBG000BF3XT6,BBG000BF3XD3,UMWH:MK,UMW HOLDINGS BHD,Equity,Common Stock,,2017-07-03
4596,SRB:MK,BBG000BCLSH7,BBG000BCLS41,SRB:MK,SAPURA RESOURCES BHD,Equity,Common Stock,,2016-09-15
4634,POSM:MK,BBG000BZZ2B4,BBG000BZZ199,POSM:MK,POS MALAYSIA BERHAD,Equity,Common Stock,,2017-09-06
4677,YTL:MK,BBG000BD9ZJ1,BBG000BD9Z38,YTL:MK,YTL CORPORATION BHD,Equity,Common Stock,,2016-10-27
4707,NESZ:MK,BBG000BDNM40,BBG000BDNLM2,NESZ:MK,NESTLE (MALAYSIA) BHD,Equity,Common Stock,,2017-09-06
4715,GENM:MK,BBG000BDYR29,BBG000BDYQJ3,GENM:MK,GENTING MALAYSIA BERHAD,Equity,Common Stock,,2017-09-11
4723,JAK:MK,BBG000PZ0B63,BBG000PZ0B36,JAK:MK,JAKS RESOURCES BHD,Equity,Common Stock,,
4731,SCI:MK,BBG000BD2BH3,BBG000BD2B38,SCI:MK,SCIENTEX BERHAD,Equity,Common Stock,,2017-07-05
4758,ANC:MK,BBG000BD3X84,BBG000BD3WK2,ANC:MK,ANCOM BHD,Equity,Common Stock,,2010-02-05
